Title,Location,Description,nTile10,nTile25,nTile50,nTile75,nTile90
Software Engineer I,"Scottsdale, AZ","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",60969,66799,73203,80264,86693
Software Engineer I,"Reno, NV","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",61957,67881,74388,81564,88096
Software Engineer I,"Buffalo, NY","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",59014,64658,70856,77690,83913
Software Engineer I,"Gilbert, AZ","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",60969,66799,73203,80264,86693
Software Engineer I,"Glendale, AZ","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",60960,66789,73192,80252,86679
Software Engineer I,"North Las Vegas, NV","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",63037,69064,75685,82985,89632
Software Engineer I,"Chesapeake, VA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",58032,63581,69676,76397,82516
Software Engineer I,"Norfolk, VA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",58106,63662,69765,76494,82621
Software Engineer I,"Fremont, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",77298,84689,92808,101760,109910
Software Engineer I,"Garland, TX","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",61177,67027,73453,80538,86988
Software Engineer I,"Irving, TX","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",61309,67171,73610,80711,87175
Software Engineer I,"Hialeah, FL","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",59612,65312,71573,78477,84762
Software Engineer I,"Richmond, VA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",61574,67462,73929,81060,87552
Software Engineer I,"Boise, ID","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",57469,62964,69000,75655,81715
Software Engineer I,"Spokane, WA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",59488,65177,71425,78314,84587
Software Engineer I,"Baton Rouge, LA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",57378,62865,68891,75536,81586
Software Engineer I,"Tacoma, WA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",65438,71696,78569,86147,93047
Software Engineer I,"San Bernardino, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",65742,72028,78933,86547,93479
Software Engineer I,"Modesto, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",65499,71762,78641,86227,93133
Software Engineer I,"Fontana, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",66017,72330,79264,86909,93870
Software Engineer I,"Des Moines, IA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",59595,65293,71552,78454,84738
Software Engineer I,"Moreno Valley, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",65968,72276,79204,86844,93800
Software Engineer I,"Santa Clarita, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",68800,75379,82605,90573,97827
Software Engineer I,"Fayetteville, NC","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",56625,62040,67987,74545,80515
Software Engineer I,"Birmingham, AL","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",58427,64014,70150,76917,83077
Software Engineer I,"Oxnard, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",66153,72479,79427,87088,94063
Software Engineer I,"Rochester, NY","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",60833,66650,73039,80084,86499
Software Engineer I,"Grand Rapids, MI","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",59846,65569,71855,78785,85096
Software Engineer I,"Huntsville, AL","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",58378,63960,70091,76852,83007
Software Engineer I,"Salt Lake City, UT","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",58644,64251,70410,77202,83385
Software Engineer I,"Frisco, TX","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",60479,66262,72614,79618,85995
Software Engineer I,"Yonkers, NY","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",71131,77932,85403,93641,101141
Software Engineer I,"Amarillo, TX","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",56588,61999,67942,74496,80463
Software Engineer I,"Glendale, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",69793,76466,83797,91879,99238
Software Engineer I,"Huntington Beach, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",68807,75386,82613,90581,97836
Software Engineer I,"Mckinney, TX","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",60815,66630,73018,80061,86473
Software Engineer I,"Montgomery, AL","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",55341,60633,66446,72855,78690
Software Engineer I,"Augusta, GA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",57748,63270,69335,76023,82112
Software Engineer I,"Aurora, IL","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",64921,71129,77947,85466,92311
Software Engineer I,"Akron, OH","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",59248,64913,71136,77997,84244
Software Engineer I,"Little Rock, AR","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",57108,62568,68566,75180,81201
Software Engineer I,"Tempe, AZ","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",60969,66799,73203,80264,86693
Software Engineer I,"Columbus, GA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",56123,61490,67385,73884,79802
Software Engineer I,"Overland Park, KS","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",60365,66137,72477,79468,85833
Software Engineer I,"Grand Prairie, TX","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",61177,67027,73453,80538,86988
Software Engineer I,"Tallahassee, FL","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",55970,61322,67201,73683,79584
Software Engineer I,"Cape Coral, FL","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",57383,62870,68897,75542,81593
Software Engineer I,"Mobile, AL","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",57124,62586,68586,75201,81224
Software Engineer I,"Knoxville, TN","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",56619,62033,67979,74537,80506
Software Engineer I,"Shreveport, LA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",56736,62161,68120,74691,80673
Software Engineer I,"Worcester, MA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",64981,71194,78019,85544,92396
Software Engineer I,"Ontario, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",65919,72222,79145,86779,93730
Software Engineer I,"Vancouver, WA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",63902,70012,76724,84124,90862
Software Engineer I,"Sioux Falls, SD","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",55397,60694,66512,72928,78769
Software Engineer I,"Chattanooga, TN","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",55637,60957,66801,73244,79110
Software Engineer I,"Brownsville, TX","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",54366,59565,65275,71571,77304
Software Engineer I,"Fort Lauderdale, FL","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",59927,65657,71951,78891,85210
Software Engineer I,"Providence, RI","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",64794,70990,77795,85299,92131
Software Engineer I,"Newport News, VA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",57810,63338,69409,76104,82200
Software Engineer I,"Rancho Cucamonga, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",65695,71976,78876,86484,93411
Software Engineer I,"Santa Rosa, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",67387,73831,80909,88713,95818
Software Engineer I,"Peoria, AZ","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",60837,66654,73044,80089,86504
Software Engineer I,"Oceanside, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",66691,73068,80072,87796,94827
Software Engineer I,"Elk Grove, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",66604,72972,79968,87681,94704
Software Engineer I,"Salem, OR","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",60765,66575,72957,79994,86401
Software Engineer I,"Pembroke Pines, FL","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",59538,65231,71484,78379,84657
Software Engineer I,"Eugene, OR","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",60180,65934,72255,79224,85569
Software Engineer I,"Garden Grove, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",68961,75555,82798,90784,98056
Software Engineer I,"Cary, NC","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",59717,65427,71699,78615,84911
Software Engineer I,"Fort Collins, CO","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",60075,65819,72129,79086,85420
Software Engineer I,"Corona, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",65919,72222,79145,86779,93730
Software Engineer I,"Springfield, MO","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",58304,63879,70002,76754,82902
Software Engineer I,"Jackson, MS","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",55234,60516,66317,72714,78537
Software Engineer I,"Alexandria, VA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",68696,75264,82479,90435,97678
Software Engineer I,"Hayward, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",73311,80322,88021,96512,104242
Software Engineer I,"Clarksville, TN","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",56051,61411,67298,73789,79699
Software Engineer I,"Lancaster, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",69422,76061,83352,91392,98712
Software Engineer I,"Salinas, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",68371,74909,82090,90008,97217
Software Engineer I,"Palmdale, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",69330,75959,83241,91270,98580
Software Engineer I,"Hollywood, FL","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",59927,65657,71951,78891,85210
Software Engineer I,"Springfield, MA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",64024,70146,76871,84285,91036
